,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,5,5,1,1,cv,1.0,40981,best_individual_model,0,0.9711597002236616,0.8706389815474253,0.8445897168524905,0.012713563808454342,64
1,autosklearn,5,5,1,1,cv,1.0,40981,best_ensemble_model,0,0.884936766034327,inf,0.8609930215769632,0.007299270072992581,64
2,autosklearn,5,5,1,1,cv,1.0,40981,best_individual_model,1,0.9711597002236616,0.8706389815474253,0.8445897168524905,0.012713563808454342,64
3,autosklearn,5,5,1,1,cv,1.0,40981,best_ensemble_model,1,0.884936766034327,inf,0.8664875270714687,0.0018047645784871058,64
4,autosklearn,5,5,1,1,cv,1.0,40981,best_individual_model,2,0.9711597002236616,0.8706389815474253,0.8445897168524905,0.012713563808454342,64
5,autosklearn,5,5,1,1,cv,1.0,40981,best_ensemble_model,2,0.884936766034327,inf,0.8554985160824577,0.012793775567498056,64
6,autosklearn,5,5,1,1,cv,1.0,40981,best_individual_model,3,0.9711597002236616,0.8706389815474253,0.8445897168524905,0.012713563808454342,64
7,autosklearn,5,5,1,1,cv,1.0,40981,best_ensemble_model,3,0.8846544715447154,inf,0.8591882569984759,0.009104034651479909,64
8,autosklearn,5,5,1,1,cv,1.0,40981,best_individual_model,4,0.9711597002236616,0.8706389815474253,0.8445897168524905,0.012713563808454342,64
9,autosklearn,5,5,1,1,cv,1.0,40981,best_ensemble_model,4,0.884936766034327,inf,0.8573433865404668,0.010948905109488982,64
