,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,3,2,cv,1.0,40981,best_individual_model,0,1.0,0.8736133130938326,0.8591481511189542,0.0073393759525145486,64
1,autosklearn,20,10,3,2,cv,1.0,40981,best_ensemble_model,0,0.8846544715447154,inf,0.8701371621079649,0.0,64
2,autosklearn,20,10,3,2,cv,1.0,40981,best_individual_model,1,1.0,0.8736133130938326,0.8591481511189542,0.0073393759525145486,64
3,autosklearn,20,10,3,2,cv,1.0,40981,best_ensemble_model,1,0.8833935561577838,inf,0.8554985160824577,0.02562765701451819,64
4,autosklearn,20,10,3,2,cv,1.0,40981,best_individual_model,2,1.0,0.8706507249364392,0.8591481511189542,0.0183283869415255,64
5,autosklearn,20,10,3,2,cv,1.0,40981,best_ensemble_model,2,0.8844474555856671,inf,0.8664875270714687,0.0036496350364961794,64
6,autosklearn,20,10,3,2,cv,1.0,40981,best_individual_model,3,1.0,0.8736133130938326,0.8591481511189542,0.0073393759525145486,64
7,autosklearn,20,10,3,2,cv,1.0,40981,best_ensemble_model,3,0.8815304125263475,inf,0.8664875270714687,0.0,64
8,autosklearn,20,10,3,2,cv,1.0,40981,best_individual_model,4,1.0,0.8706507249364392,0.8591481511189542,0.0183283869415255,64
9,autosklearn,20,10,3,2,cv,1.0,40981,best_ensemble_model,4,0.8835817524841916,inf,0.8701371621079649,0.0,64
