,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,3,1,cv,1.0,1468,best_individual_model,0,0.9961142706653296,0.9330149541844641,0.9113540843837262,0.013946244381026984,81
1,autosklearn,20,10,3,1,cv,1.0,1468,best_ensemble_model,0,0.9570360147571916,inf,0.9446198783168609,0.0031746031746032743,81
2,autosklearn,20,10,3,1,cv,1.0,1468,best_individual_model,1,0.9961142706653296,0.9330149541844641,0.9113540843837262,0.013946244381026984,81
3,autosklearn,20,10,3,1,cv,1.0,1468,best_ensemble_model,1,0.9570360147571916,inf,0.9446198783168609,0.0031746031746032743,81
4,autosklearn,20,10,3,1,cv,1.0,1468,best_individual_model,2,0.9961142706653296,0.9330149541844641,0.9113540843837262,0.013946244381026984,81
5,autosklearn,20,10,3,1,cv,1.0,1468,best_ensemble_model,2,0.9570360147571916,inf,0.9446198783168609,0.0031746031746032743,81
6,autosklearn,20,10,3,1,cv,1.0,1468,best_individual_model,3,0.9961142706653296,0.9330149541844641,0.9113540843837262,0.013946244381026984,81
7,autosklearn,20,10,3,1,cv,1.0,1468,best_ensemble_model,3,0.9570360147571916,inf,0.9446198783168609,0.0031746031746032743,81
8,autosklearn,20,10,3,1,cv,1.0,1468,best_individual_model,4,0.9961142706653296,0.9330149541844641,0.9113540843837262,0.013946244381026984,81
9,autosklearn,20,10,3,1,cv,1.0,1468,best_ensemble_model,4,0.9565660322851268,inf,0.9477944814914642,0.002849002849003024,81
