,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,10,10,5,2,cv,1.0,54,best_individual_model,0,0.8975743327769862,0.8278547806728018,0.8535191760145451,0.02439698221575337,37
1,autosklearn,10,10,5,2,cv,1.0,54,best_ensemble_model,0,0.8371876844383238,inf,0.8419911470814527,0.0,37
2,autosklearn,10,10,5,2,cv,1.0,54,best_individual_model,1,0.8975743327769862,0.8278547806728018,0.8535191760145451,0.02439698221575337,37
3,autosklearn,10,10,5,2,cv,1.0,54,best_ensemble_model,1,0.8371876844383238,inf,0.8419911470814527,0.0,37
4,autosklearn,10,10,5,2,cv,1.0,54,best_individual_model,2,0.8975743327769862,0.8278547806728018,0.8535191760145451,0.02439698221575337,37
5,autosklearn,10,10,5,2,cv,1.0,54,best_ensemble_model,2,0.8371876844383238,inf,0.8419911470814527,0.0,37
6,autosklearn,10,10,5,2,cv,1.0,54,best_individual_model,3,0.8975743327769862,0.8278547806728018,0.8535191760145451,0.02439698221575337,37
7,autosklearn,10,10,5,2,cv,1.0,54,best_ensemble_model,3,0.8371876844383238,inf,0.8419911470814527,0.0,37
8,autosklearn,10,10,5,2,cv,1.0,54,best_individual_model,4,0.8975743327769862,0.8278547806728018,0.8535191760145451,0.02439698221575337,37
9,autosklearn,10,10,5,2,cv,1.0,54,best_ensemble_model,4,0.8371876844383238,inf,0.8419911470814527,0.0,37
