,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,10,10,1,1,cv,1.0,40981,best_individual_model,0,1.0,0.8735077584752909,0.8646426566134595,0.0,73
1,autosklearn,10,10,1,1,cv,1.0,40981,best_ensemble_model,0,0.8869692863595302,inf,0.8737867971444614,0.0,73
2,autosklearn,10,10,1,1,cv,1.0,40981,best_individual_model,1,1.0,0.8735077584752909,0.8646426566134595,0.0,73
3,autosklearn,10,10,1,1,cv,1.0,40981,best_ensemble_model,1,0.8869692863595302,inf,0.8737867971444614,0.0,73
4,autosklearn,10,10,1,1,cv,1.0,40981,best_individual_model,2,1.0,0.8735077584752909,0.8646426566134595,0.0,73
5,autosklearn,10,10,1,1,cv,1.0,40981,best_ensemble_model,2,0.8866305329719963,inf,0.8646827624929815,0.009104034651479909,73
6,autosklearn,10,10,1,1,cv,1.0,40981,best_individual_model,3,1.0,0.8735077584752909,0.8646426566134595,0.0,73
7,autosklearn,10,10,1,1,cv,1.0,40981,best_ensemble_model,3,0.8869692863595302,inf,0.8737867971444614,0.0,73
8,autosklearn,10,10,1,1,cv,1.0,40981,best_individual_model,4,1.0,0.8735077584752909,0.8646426566134595,0.0,73
9,autosklearn,10,10,1,1,cv,1.0,40981,best_ensemble_model,4,0.8869692863595302,inf,0.8664875270714687,0.0036496350364961794,73
