,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,40,3,3,1,cv,1.0,40981,best_individual_model,0,0.9007923065341764,0.8711796145739235,0.8647228683725035,0.007259164193470724,73
1,autosklearn,40,3,3,1,cv,1.0,40981,best_ensemble_model,0,0.8877597109304427,inf,0.8737867971444614,0.0036496350364964014,73
2,autosklearn,40,3,3,1,cv,1.0,40981,best_individual_model,1,1.0,0.8690718157181572,0.8573032806609449,0.01467875190502932,73
3,autosklearn,40,3,3,1,cv,1.0,40981,best_ensemble_model,1,0.8884183980728697,inf,0.8445095050934467,0.027432421593005518,73
4,autosklearn,40,3,3,1,cv,1.0,40981,best_individual_model,2,1.0,0.8690718157181572,0.8573032806609449,0.01467875190502932,73
5,autosklearn,40,3,3,1,cv,1.0,40981,best_ensemble_model,2,0.8893970189701896,inf,0.8500441164674741,0.018288281062003753,73
6,autosklearn,40,3,3,1,cv,1.0,40981,best_individual_model,3,1.0,0.8690718157181572,0.8573032806609449,0.02390310419507502,73
7,autosklearn,40,3,3,1,cv,1.0,40981,best_ensemble_model,3,0.8879479072568504,inf,0.8646426566134595,0.005494505494505364,73
8,autosklearn,40,3,3,1,cv,1.0,40981,best_individual_model,4,1.0,0.8690718157181572,0.8573032806609449,0.01467875190502932,73
9,autosklearn,40,3,3,1,cv,1.0,40981,best_ensemble_model,4,0.8893970189701896,inf,0.8500441164674741,0.018288281062003753,73
