,tool,max_number_models,max_number_folds,max_num_repetitions,stacking_levels,cv_type,allowed_folds_to_use,task,model,fold,train,val,test,overfit,seed
0,autosklearn,20,10,5,1,cv,1.0,1468,best_individual_model,0,0.9959837119306272,0.9340100770598696,0.9113540843837262,0.013946244381026984,27
1,autosklearn,20,10,5,1,cv,1.0,1468,best_ensemble_model,0,0.9553317728881328,inf,0.9363378932906898,0.008439064960804155,27
2,autosklearn,20,10,5,1,cv,1.0,1468,best_individual_model,1,0.9959837119306272,0.9340100770598696,0.9113540843837262,0.013946244381026984,27
3,autosklearn,20,10,5,1,cv,1.0,1468,best_ensemble_model,1,0.9553317728881328,inf,0.9363378932906898,0.008439064960804155,27
4,autosklearn,20,10,5,1,cv,1.0,1468,best_individual_model,2,0.9959837119306272,0.9340100770598696,0.9113540843837262,0.013946244381026984,27
5,autosklearn,20,10,5,1,cv,1.0,1468,best_ensemble_model,2,0.9553317728881328,inf,0.9363378932906898,0.008439064960804155,27
6,autosklearn,20,10,5,1,cv,1.0,1468,best_individual_model,3,0.9959837119306272,0.9340100770598696,0.9113540843837262,0.013946244381026984,27
7,autosklearn,20,10,5,1,cv,1.0,1468,best_ensemble_model,3,0.9553317728881328,inf,0.9363378932906898,0.008439064960804155,27
8,autosklearn,20,10,5,1,cv,1.0,1468,best_individual_model,4,0.9959837119306272,0.9340100770598696,0.9113540843837262,0.013946244381026984,27
9,autosklearn,20,10,5,1,cv,1.0,1468,best_ensemble_model,4,0.9553317728881328,inf,0.9363378932906898,0.008439064960804155,27
